,api_element,cq,suggest_sen,kwd
1807,Object.hashCode(),what's the return of Object.hashCode()?,the return of Object.hashCode() should be the hash code computed from the package name..,"['return', 'Object.hashCode()']"
1808,Object.toString(),what's the return of Object.toString()?,"the return of Object.toString() should be the string representation of this Package. Its value is the string ""package "" and the package name. If the package title is defined it is appended. If the package version is defined it is appended..","['return', 'Object.toString()']"
1809,Iterator.next(),what's the return of Iterator.next()?,the return of Iterator.next() should be the next element in the iteration..,"['return', 'Iterator.next()']"
1810,PrimitiveIterator.OfInt.nextInt(),what's the return of PrimitiveIterator.OfInt.nextInt()?,the return of PrimitiveIterator.OfInt.nextInt() should be the next int element in the iteration..,"['return', 'PrimitiveIterator.OfInt.nextInt()']"
1811,PrimitiveIterator.forEachRemaining(IntConsumer action),what's the parameter of PrimitiveIterator.forEachRemaining(IntConsumer action)?,the parameter of PrimitiveIterator.forEachRemaining(IntConsumer action) should be  The action to be performed for each element.,"['parameter', 'PrimitiveIterator.forEachRemaining(IntConsumer action)']"
1812,Iterator.next(),what's the return of Iterator.next()?,the return of Iterator.next() should be the next element in the iteration..,"['return', 'Iterator.next()']"
1813,PrimitiveIterator.OfLong.nextLong(),what's the return of PrimitiveIterator.OfLong.nextLong()?,the return of PrimitiveIterator.OfLong.nextLong() should be the next long element in the iteration..,"['return', 'PrimitiveIterator.OfLong.nextLong()']"
1814,PrimitiveIterator.forEachRemaining(LongConsumer action),what's the parameter of PrimitiveIterator.forEachRemaining(LongConsumer action)?,the parameter of PrimitiveIterator.forEachRemaining(LongConsumer action) should be  The action to be performed for each element.,"['parameter', 'PrimitiveIterator.forEachRemaining(LongConsumer action)']"
1815,Iterator.next(),what's the return of Iterator.next()?,the return of Iterator.next() should be the next element in the iteration..,"['return', 'Iterator.next()']"
1816,Queue.offer(E e),what's the return of Queue.offer(E e)?,"the return of Queue.offer(E e) should be true if the element was added to this deque, else
         false.","['return', 'Queue.offer(E e)']"
1817,Queue.offer(E e),what's the parameter of Queue.offer(E e)?,the parameter of Queue.offer(E e) should be  the element to add.,"['parameter', 'Queue.offer(E e)']"
1818,Queue.peek(),what's the return of Queue.peek()?,"the return of Queue.peek() should be the head of the queue represented by this deque, or
         null if this deque is empty.","['return', 'Queue.peek()']"
1819,Iterable.iterator(),what's the return of Iterable.iterator()?,the return of Iterable.iterator() should be an iterator over the elements in this list in proper sequence..,"['return', 'Iterable.iterator()']"
1820,Collection.size(),what's the return of Collection.size()?,the return of Collection.size() should be the number of elements in this deque..,"['return', 'Collection.size()']"
1821,Queue.poll(),what's the return of Queue.poll()?,"the return of Queue.poll() should be the first element of this deque, or null if
         this deque is empty.","['return', 'Queue.poll()']"
1822,PriorityQueue.comparator(),what's the return of PriorityQueue.comparator()?,"the return of PriorityQueue.comparator() should be the comparator used to order the elements in this queue, or null if this queue is sorted according to the natural ordering of its elements..","['return', 'PriorityQueue.comparator()']"
1823,Iterable.spliterator(),what's the return of Iterable.spliterator()?,the return of Iterable.spliterator() should be a Spliterator over the elements in this list.,"['return', 'Iterable.spliterator()']"
1824,"Properties.setProperty(String key, String value)","what's the return of Properties.setProperty(String key, String value)?","the return of Properties.setProperty(String key, String value) should be value - the value corresponding to key..","['return', 'Properties.setProperty(String key, String value)']"
1825,"Properties.setProperty(String key, String value)","what's the parameter of Properties.setProperty(String key, String value)?","the parameter of Properties.setProperty(String key, String value) should be  the key to be placed into this property list..","['parameter', 'Properties.setProperty(String key, String value)']"
1826,Properties.load(Reader reader),what's the parameter of Properties.load(Reader reader)?,the parameter of Properties.load(Reader reader) should be  the input character stream..,"['parameter', 'Properties.load(Reader reader)']"
1827,Properties.load(InputStream inStream),what's the parameter of Properties.load(InputStream inStream)?,the parameter of Properties.load(InputStream inStream) should be  the input stream..,"['parameter', 'Properties.load(InputStream inStream)']"
1828,"Properties.save(OutputStream out, String comments)","what's the parameter of Properties.save(OutputStream out, String comments)?","the parameter of Properties.save(OutputStream out, String comments) should be  an output stream..","['parameter', 'Properties.save(OutputStream out, String comments)']"
1829,"Properties.save(OutputStream out, String comments)","what's the parameter of Properties.save(OutputStream out, String comments)?","the parameter of Properties.save(OutputStream out, String comments) should be  an output stream..","['parameter', 'Properties.save(OutputStream out, String comments)']"
1830,"Properties.store(Writer writer, String comments)","what's the parameter of Properties.store(Writer writer, String comments)?","the parameter of Properties.store(Writer writer, String comments) should be  an output character stream writer..","['parameter', 'Properties.store(Writer writer, String comments)']"
1831,"Properties.store(Writer writer, String comments)","what's the parameter of Properties.store(Writer writer, String comments)?","the parameter of Properties.store(Writer writer, String comments) should be  an output character stream writer..","['parameter', 'Properties.store(Writer writer, String comments)']"
1832,"Properties.store(OutputStream out, String comments)","what's the parameter of Properties.store(OutputStream out, String comments)?","the parameter of Properties.store(OutputStream out, String comments) should be  an output stream..","['parameter', 'Properties.store(OutputStream out, String comments)']"
1833,"Properties.store(OutputStream out, String comments)","what's the parameter of Properties.store(OutputStream out, String comments)?","the parameter of Properties.store(OutputStream out, String comments) should be  an output stream..","['parameter', 'Properties.store(OutputStream out, String comments)']"
1834,Properties.loadFromXML(InputStream in),what's the parameter of Properties.loadFromXML(InputStream in)?,the parameter of Properties.loadFromXML(InputStream in) should be  the input stream from which to read the XML document..,"['parameter', 'Properties.loadFromXML(InputStream in)']"
1835,"Properties.storeToXML(OutputStream os, String comment)","what's the parameter of Properties.storeToXML(OutputStream os, String comment)?","the parameter of Properties.storeToXML(OutputStream os, String comment) should be  the output stream on which to emit the XML document..","['parameter', 'Properties.storeToXML(OutputStream os, String comment)']"
1836,"Properties.storeToXML(OutputStream os, String comment)","what's the parameter of Properties.storeToXML(OutputStream os, String comment)?","the parameter of Properties.storeToXML(OutputStream os, String comment) should be  the output stream on which to emit the XML document..","['parameter', 'Properties.storeToXML(OutputStream os, String comment)']"
1837,"Properties.storeToXML(OutputStream os, String comment, String encoding)","what's the parameter of Properties.storeToXML(OutputStream os, String comment, String encoding)?","the parameter of Properties.storeToXML(OutputStream os, String comment, String encoding) should be  the output stream on which to emit the XML document..","['parameter', 'Properties.storeToXML(OutputStream os, String comment, String encoding)']"
1838,"Properties.storeToXML(OutputStream os, String comment, String encoding)","what's the parameter of Properties.storeToXML(OutputStream os, String comment, String encoding)?","the parameter of Properties.storeToXML(OutputStream os, String comment, String encoding) should be  the output stream on which to emit the XML document..","['parameter', 'Properties.storeToXML(OutputStream os, String comment, String encoding)']"
1839,Properties.getProperty(String key),what's the return of Properties.getProperty(String key)?,the return of Properties.getProperty(String key) should be the value in this property list with the specified key value..,"['return', 'Properties.getProperty(String key)']"
1840,Properties.getProperty(String key),what's the parameter of Properties.getProperty(String key)?,the parameter of Properties.getProperty(String key) should be  the property key..,"['parameter', 'Properties.getProperty(String key)']"
1841,"Properties.getProperty(String key, String defaultValue)","what's the return of Properties.getProperty(String key, String defaultValue)?","the return of Properties.getProperty(String key, String defaultValue) should be defaultValue - a default value..","['return', 'Properties.getProperty(String key, String defaultValue)']"
1842,"Properties.getProperty(String key, String defaultValue)","what's the parameter of Properties.getProperty(String key, String defaultValue)?","the parameter of Properties.getProperty(String key, String defaultValue) should be  the hashtable key..","['parameter', 'Properties.getProperty(String key, String defaultValue)']"
