api_element,cq,suggest_sen,kwd
Deque.addLast(E e),what's the parameter of Deque.addLast(E e)?,the parameter of Deque.addLast(E e) should be  the element to add.,"['parameter', 'Deque.addLast(E e)']"
Deque.offerFirst(E e),what's the return of Deque.offerFirst(E e)?,"the return of Deque.offerFirst(E e) should be true if the element was added to this deque, else
         false.","['return', 'Deque.offerFirst(E e)']"
Deque.offerFirst(E e),what's the parameter of Deque.offerFirst(E e)?,the parameter of Deque.offerFirst(E e) should be  the element to add.,"['parameter', 'Deque.offerFirst(E e)']"
Deque.offerLast(E e),what's the return of Deque.offerLast(E e)?,"the return of Deque.offerLast(E e) should be true if the element was added to this deque, else
         false.","['return', 'Deque.offerLast(E e)']"
Deque.offerLast(E e),what's the parameter of Deque.offerLast(E e)?,the parameter of Deque.offerLast(E e) should be  the element to add.,"['parameter', 'Deque.offerLast(E e)']"
Deque.removeFirst(),what's the return of Deque.removeFirst()?,the return of Deque.removeFirst() should be the head of this deque.,"['return', 'Deque.removeFirst()']"
Deque.removeLast(),what's the return of Deque.removeLast()?,the return of Deque.removeLast() should be the tail of this deque.,"['return', 'Deque.removeLast()']"
Deque.pollFirst(),what's the return of Deque.pollFirst()?,"the return of Deque.pollFirst() should be the head of this deque, or null if this deque is empty.","['return', 'Deque.pollFirst()']"
Deque.pollLast(),what's the return of Deque.pollLast()?,"the return of Deque.pollLast() should be the tail of this deque, or null if this deque is empty.","['return', 'Deque.pollLast()']"
Deque.getFirst(),what's the return of Deque.getFirst()?,the return of Deque.getFirst() should be the head of this deque.,"['return', 'Deque.getFirst()']"
Deque.getLast(),what's the return of Deque.getLast()?,the return of Deque.getLast() should be the tail of this deque.,"['return', 'Deque.getLast()']"
Deque.peekFirst(),what's the return of Deque.peekFirst()?,"the return of Deque.peekFirst() should be the head of this deque, or null if this deque is empty.","['return', 'Deque.peekFirst()']"
Deque.peekLast(),what's the return of Deque.peekLast()?,"the return of Deque.peekLast() should be the tail of this deque, or null if this deque is empty.","['return', 'Deque.peekLast()']"
Deque.removeFirstOccurrence(Object o),what's the return of Deque.removeFirstOccurrence(Object o)?,the return of Deque.removeFirstOccurrence(Object o) should be true if an element was removed as a result of this call.,"['return', 'Deque.removeFirstOccurrence(Object o)']"
Deque.removeFirstOccurrence(Object o),what's the parameter of Deque.removeFirstOccurrence(Object o)?,"the parameter of Deque.removeFirstOccurrence(Object o) should be  element to be removed from this deque, if present.","['parameter', 'Deque.removeFirstOccurrence(Object o)']"
Deque.removeLastOccurrence(Object o),what's the return of Deque.removeLastOccurrence(Object o)?,the return of Deque.removeLastOccurrence(Object o) should be true if an element was removed as a result of this call.,"['return', 'Deque.removeLastOccurrence(Object o)']"
Deque.removeLastOccurrence(Object o),what's the parameter of Deque.removeLastOccurrence(Object o)?,"the parameter of Deque.removeLastOccurrence(Object o) should be  element to be removed from this deque, if present.","['parameter', 'Deque.removeLastOccurrence(Object o)']"
Deque.offer(E e),what's the return of Deque.offer(E e)?,the return of Deque.offer(E e) should be true (as specified by Queue.offer(E)).,"['return', 'Deque.offer(E e)']"
Deque.offer(E e),what's the parameter of Deque.offer(E e)?,the parameter of Deque.offer(E e) should be  the element to add.,"['parameter', 'Deque.offer(E e)']"
Deque.remove(),what's the return of Deque.remove()?,the return of Deque.remove() should be the head of the queue represented by this deque.,"['return', 'Deque.remove()']"
Deque.poll(),what's the return of Deque.poll()?,"the return of Deque.poll() should be the head of the queue represented by this deque, or
         null if this deque is empty.","['return', 'Deque.poll()']"
Deque.element(),what's the return of Deque.element()?,the return of Deque.element() should be the head of the queue represented by this deque.,"['return', 'Deque.element()']"
Deque.peek(),what's the return of Deque.peek()?,"the return of Deque.peek() should be the head of the queue represented by this deque, or
         null if this deque is empty.","['return', 'Deque.peek()']"
Deque.push(E e),what's the parameter of Deque.push(E e)?,the parameter of Deque.push(E e) should be  the element to push.,"['parameter', 'Deque.push(E e)']"
Deque.pop(),what's the return of Deque.pop()?,"the return of Deque.pop() should be the element at the front of this deque (which is the top
         of the stack represented by this deque).","['return', 'Deque.pop()']"
Collection.size(),what's the return of Collection.size()?,the return of Collection.size() should be the number of elements in this deque..,"['return', 'Collection.size()']"
Iterable.iterator(),what's the return of Iterable.iterator()?,the return of Iterable.iterator() should be an iterator over the elements in this list in proper sequence..,"['return', 'Iterable.iterator()']"
Deque.descendingIterator(),what's the return of Deque.descendingIterator()?,the return of Deque.descendingIterator() should be an iterator over the elements in this deque in reverse sequential order. The elements will be returned in order from last (tail) to first (head)..,"['return', 'Deque.descendingIterator()']"
Object.clone(),what's the return of Object.clone()?,the return of Object.clone() should be a shallow copy of this AbstractMap instance: the keys and values themselves are not cloned..,"['return', 'Object.clone()']"
